Name,x,y,Admin1,Admin2,Admin3
Ruwan Health Post,6.605735,11.641234,Zamfara,Gusau,Magami
Dutsi Primary Health Clinic,6.606531,12.879724,Zamfara,Zurmi,Yanbuki Dutsi
Rahazawa Primary Health Clinic,6.607747,12.513154,Zamfara,Kaura Namoda,Banga
Madidi Primary Health Clinic,6.610144,12.206366,Zamfara,Bungudu,Furfuri Kwaikwai
Kyanbarawa Primary Health Clinic,6.611138,12.405314,Zamfara,Kaura Namoda,Kyanbarawa
Tankwaren Daji Primary Health Clinic,6.611268,12.56456,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Gidan Ango Health Post,6.61264,11.97596,Zamfara,Gusau,Wanke
Gidan Ajinna Health Post,6.616693,12.618621,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Famfifi Health Post,6.622285,12.45545,Zamfara,Kaura Namoda,Kyanbarawa
Abarm Primary Health Clinic,6.625419,12.190555,Zamfara,Gusau,Madawaki
Barkeji Primary Health Clinic,6.62752,12.649749,Zamfara,Kaura Namoda,Yankaba
Faramed Clinic,3.237487793,6.702087402,Ogun,Ado Odo/Ota,Ota 3
Kogi Primary Health Clinic,6.631571,12.53904,Zamfara,Kaura Namoda,Banga
Tungar Dorowa Primary Health Clinic,6.636888,12.633553,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Bunaje Primary Health Clinic,6.638636,12.344494,Zamfara,Kaura Namoda,Kyanbarawa
Maduba Health Clinic,6.639446,12.76138,Zamfara,Zurmi,Yanbuki Dutsi
Agira Primary Health Clinic,6.642195,12.569712,Zamfara,Kaura Namoda,Galadima/Dangaladima
Kawari Primary Health Clinic,6.643372,12.468215,Zamfara,Kaura Namoda,Banga
Kolo Health Post,6.645963,12.090714,Zamfara,Gusau,Mayana
Asako Primary Health Clinic,6.652183,12.318149,Zamfara,Bungudu,Bela Rawayya
Karal Health Post,6.656738,12.113065,Zamfara,Gusau,Wanke
100 House Primary Health Clinic,6.657204,12.196545,Zamfara,Gusau,Galadima (Gusau)
Jabanda Health Post,6.658152,12.688679,Zamfara,Zurmi,Kanwa Kabo
Government House Clinic,6.65817,12.17774,Zamfara,Gusau,Galadima (Gusau)
Magami Primary Health Clinic,6.658511,12.601926,Zamfara,Kaura Namoda,Gabake
Tukasu Health Post,6.658913,12.342154,Zamfara,Kaura Namoda,Kyanbarawa
Yartukunya Primary Health Clinic,6.659413,12.288148,Zamfara,Bungudu,Bungudu
Garbawa Primary Health Clinic,6.659696,12.561411,Zamfara,Kaura Namoda,Galadima/Dangaladima
Tundu Wada Rahazawa Health Post,6.66012,12.373198,Zamfara,Kaura Namoda,Kagara (Kaura Namoda)
Kango Health Post,6.666685,11.630928,Zamfara,Gusau,Magami
Dallatu Health Clinic,6.671638,12.177511,Zamfara,Gusau,Galadima (Gusau)
Yauta Baki Health Post,6.673397,12.456888,Zamfara,Birnin Magaji,Gora
Falau Primary Health Care Center,6.674572,12.367739,Zamfara,Kaura Namoda,Kagara (Kaura Namoda)
Rututu Primary Health Clinic,6.686626,12.34203,Zamfara,Kaura Namoda,Kagara (Kaura Namoda)
Gusau Federal Medical Center,6.688343,12.182569,Zamfara,Gusau,Galadima (Gusau)
Bagare Health Post,6.689353,12.939308,Zamfara,Shinkafi,Kurya (Shinkafi)
Mailallan Nagona Primary Health Clinic,6.689746,12.377886,Zamfara,Kaura Namoda,Kagara (Kaura Namoda)
Bungudawa Primary Health Clinic,6.690991,12.315759,Zamfara,Kaura Namoda,Kagara (Kaura Namoda)
Kadamotsa Health Post,6.697086,12.773815,Zamfara,Zurmi,Zurmi
Yarlabe Health Post,6.700831,12.282221,Zamfara,Bungudu,Bela Rawayya
Mailallen Jarkasa Primary Health Clinic,6.702819,12.370757,Zamfara,Kaura Namoda,Dan Isa
Modomawa Primary Health Center,6.703393,12.529587,Zamfara,Birnin Magaji,Modomawa West
Gidan Fakai Primary Health Center,6.706676,12.076969,Zamfara,Gusau,Rijiya
Gabake Mesa Primary Health Clinic,6.70806,12.616099,Zamfara,Kaura Namoda,Gabake
Makosa Health Post,6.711818,12.917212,Zamfara,Zurmi,Mayasa Kuturu
Dakwarawa Health Post,6.713715,12.950311,Zamfara,Shinkafi,Kurya (Shinkafi)
Kuturu Primary Health Clinic,6.714292,12.87938,Zamfara,Zurmi,Mayasa Kuturu
Gidan Bage Health Post,6.718061,12.40075,Zamfara,Birnin Magaji,Gora
Yarzaiga Primary Health Clinic,6.724176,11.675576,Zamfara,Tsafe,Danjibga
Kannu Health Post,6.724716,12.434799,Zamfara,Birnin Magaji,Gora
Tunga Fulani Health Post,6.728265,13.04302,Zamfara,Zurmi,Mashema
Dada Health Post,6.742763,12.80704,Zamfara,Zurmi,Zurmi
Birane Primary Health Clinic,6.758447,12.9754,Zamfara,Zurmi,Mayasa Kuturu
Bawa Ganga Health Post,6.759235,11.969362,Zamfara,Tsafe,Kwarin Ganuwa
Samawa Primary Health Center,6.766241999,12.288235,Zamfara,Bungudu,Samawa
Kizara Primary Health Clinic,6.766575,11.763609,Zamfara,Tsafe,Danjibga
Unguwar Gyauro Primary Health Clinic,6.772639,11.720437,Zamfara,Tsafe,Danjibga
Nasarawa Family Support Health Post,6.774679,12.787989,Zamfara,Zurmi,Zurmi
Gidan Kaura Health Post,6.775305,12.080156,Zamfara,Gusau,Rijiya
Wazoji Primary Health Clinic,6.775568,12.251436,Zamfara,Bungudu,Tofa
Dashi Health Primary Health Clinic,6.779613,12.193409,Zamfara,Bungudu,Samawa
Zurmi Ophan and Lessprevilledge Health Post,6.782729,12.772527,Zamfara,Zurmi,Zurmi
Koluwai Health Post,6.784233,12.858326,Zamfara,Zurmi,Mayasa Kuturu
Karfa Primary Health Clinic,6.788517,12.367206,Zamfara,Birnin Magaji,Nasarawa Mailayi
Dutsin Wake Primary Health Clinic,6.789487,12.455556,Zamfara,Birnin Magaji,Nasarawa Mailayi
Marakkai Health Post,6.789723,12.702846,Zamfara,Zurmi,Dauran Birnin Tsaba
Zurmi General Hospital,6.789764999,12.777413,Zamfara,Zurmi,Zurmi
Dangulbi Primary Health Clinic,6.791197999,11.951775,Zamfara,Tsafe,Kwarin Ganuwa
Maitoshi Primary Health Care,6.791344,11.808505,Zamfara,Tsafe,Keta
Gidan Atu Primary Health Clinic,6.794627,12.351573,Zamfara,Kaura Namoda,Dan Isa
Jar Dawa Primary Health Clinic,6.796871,12.498718,Zamfara,Birnin Magaji,Nasarawa Godel West
Makera Primary Health Clinic,6.797781,12.429159,Zamfara,Birnin Magaji,Nasarawa Mailayi
Gidan Danjuma Primary Health Clinic,6.802573,12.588139,Zamfara,Birnin Magaji,Nasarawa Godel West
Sodingo Primary Health Clinic,6.80415,12.28611,Zamfara,Kaura Namoda,Dan Isa
Kakoki Health Center,6.807489,12.731379,Zamfara,Zurmi,Rukudawa
Kurmi Primary Health Clinic,6.808181,12.167768,Zamfara,Bungudu,Sankalawa
Tofa Primary Health Center,6.81295,12.217477,Zamfara,Bungudu,Tofa
Musawa Primary Health Clinic,6.819718,11.863876,Zamfara,Tsafe,Kwarin Ganuwa
Munhaye Primary Health Clinic,6.821347,11.688768,Zamfara,Tsafe,Danjibga
Gamawa Health Post,6.833982,12.241973,Zamfara,Bungudu,Tofa
Tsanu Primary Health Center,6.834723,12.694887,Zamfara,Zurmi,Rukudawa
Rakyabu Primary Health Clinic,6.834765,11.930409,Zamfara,Tsafe,Tsafe Central
Biyabiki Primary Health Clinic,6.837046,12.032768,Zamfara,Tsafe,Yandoto
Bayan Banki Primary Health Clinic,6.838017,12.053543,Zamfara,Tsafe,Yandoto
Gulubba Primary Health Clinic,6.84658,12.179474,Zamfara,Bungudu,Kotorkoshi
Garin Kaka Primary Health Clinic,6.847647,12.524872,Zamfara,Birnin Magaji,Nasarawa Godel East
Danwala Health Post,6.847662,12.552843,Zamfara,Birnin Magaji,Danfani Sabon Birni
Tazame Primary Health Clinic,6.850498,12.109206,Zamfara,Bungudu,Kotorkoshi
Kauyen Kane Primary Health Clinic,6.853101,11.866004,Zamfara,Tsafe,Tsafe Central
Langalanga Primary Health Clinic,6.857133,12.033135,Zamfara,Tsafe,Yandoto
Gidan Bajini Health Post,6.860714,12.327716,Zamfara,Birnin Magaji,Gusami Hayi
Gidan Maijanido Health Post,6.86075,12.396994,Zamfara,Birnin Magaji,Gusami Gari
Magare Health Post,6.862101,12.616463,Zamfara,Birnin Magaji,Birnin Magaji (Birnin Magaji)
Aisha Health Post,6.868976,12.174061,Zamfara,Bungudu,Kotorkoshi
Sungawa Primary Health Clinic,6.870314,11.946356,Zamfara,Tsafe,Tsafe Central
Babban Kauye Primary Health Clinic,6.872864,11.910782,Zamfara,Tsafe,Tsafe Central
Kunchi Kalgo Primary Health Care Center,6.873986,11.766982,Zamfara,Tsafe,Danjibga
Kohi Health Post,6.877735,12.210187,Zamfara,Bungudu,Kotorkoshi
Kwalfada Health Post,6.87926,11.80491,Zamfara,Tsafe,Danjibga
Gidan Dawa (Yandoto) Primary Health Clinic,6.883006,12.042618,Zamfara,Tsafe,Yandoto
Murai Primary Health Clinic,6.883302,12.310131,Zamfara,Birnin Magaji,Gusami Hayi
Gidan Kasso Health Post,6.883970999,12.570335,Zamfara,Birnin Magaji,Danfani Sabon Birni
Fegin Danmarke Primary Health Clinic,6.888385999,12.030862,Zamfara,Tsafe,Tsafe Central
Chigama Primary Health Care Center,6.88909,12.558429,Zamfara,Birnin Magaji,Nasarawa Godel East
Kokiya Primary Health Clinic,6.889439,12.52949,Zamfara,Birnin Magaji,Nasarawa Godel East
Marken Yandoto Primary Health Clinic,6.895669,12.086748,Zamfara,Tsafe,Yandoto
Fegin Baza Primary Health Clinic,6.895701999,12.010029,Zamfara,Tsafe,Tsafe Central
Lilo Health Post,6.90104,12.27453,Zamfara,Gusau,Wonaka
Gidan Jaja Health Post,6.901585999,12.894272,Zamfara,Zurmi,Kwashabawa
Tsafe Government Secondary School Clinic,6.912466,11.967273,Zamfara,Tsafe,Tsafe Central
Magazawa Primary Care Centre,6.937531,11.852836,Zamfara,Tsafe,Bilbis
Tsunami Primary Health Clinic,6.93781,12.17453,Zamfara,Gusau,Rijiya
Fegin Mahe Primary Health Clinic,6.93869,12.20025,Zamfara,Gusau,Ruwan Bore
Sauki Medical Clinic and Maternity Mada,6.938692,12.142017,Zamfara,Gusau,Mada
Unguwar Dan Umma Primary Health Clinic,6.950222,12.067826,Zamfara,Tsafe,Yandoto
Magazu Primary Health Care Clinic,6.954221,11.891832,Zamfara,Tsafe,Bilbis
Kundumou Health Post,6.95446,12.22308,Zamfara,Gusau,Ruwan Bore
Bakin Manya Primary Health Clinic,6.960094,12.01065,Zamfara,Tsafe,Chediya
Shamushalle Primary Health Center,6.965791,12.554937,Zamfara,Birnin Magaji,Danfani Sabon Birni
Maijatau Health Post,6.970705,12.172084,Zamfara,Gusau,Ruwan Bore
Doka Primary Health Clinic,6.979607999,12.005393,Zamfara,Tsafe,Chediya
Marken Yamma Primary Health Clinic,6.998261,12.044623,Zamfara,Tsafe,Yanware
Kucheri Primary Health Clinic,7.018959,11.82897,Zamfara,Tsafe,Bilbis
Fegin Dakai Primary Health Clinic,7.026925,12.036386,Zamfara,Tsafe,Yanware
Gidan Dan Kaka Primary Health Clinic,7.029294,11.894407,Zamfara,Tsafe,Yanware
Gurbi Gore Primary Health Clinic,7.040478,12.981874,Zamfara,Zurmi,Kwashabawa
Wanzamai Primary Health Clinic,7.044973,11.80762,Zamfara,Tsafe,Bilbis
Dan Amana Galadima Primary Health Clinic,7.049621,11.924612,Zamfara,Tsafe,Yanware
Mandaba Primary Health Clinic,7.070055,11.979394,Zamfara,Tsafe,Yanware
Dogon Kawo Primary Health Clinic,7.07938,12.008098,Zamfara,Tsafe,Yanware
Tabkin Kazai Primary Health Clinic,7.102391,12.037357,Zamfara,Tsafe,Yanware
Mararaba Primary Health Clinic,7.107261,11.863777,Zamfara,Tsafe,Yankuzo A
Unguwar Dodo Primary Health Clinic,7.109521,11.918014,Zamfara,Tsafe,Yankuzo A
Buke Buke Primary Health Clinic,7.112545,12.012856,Zamfara,Tsafe,Yankuzo B
Gurbi Primary Health Clinic,7.150298,12.020556,Zamfara,Tsafe,Yankuzo B
Bedi Primary Health Clinic,7.204026,11.963985,Zamfara,Tsafe,Dauki
Rudunu Primary Health Clinic,6.212949,12.969644,Zamfara,Maradun,Faru/Magami
Kayaye Health Post,6.474636,13.039138,Zamfara,Shinkafi,Jangeru (Shinkafi)
Nestle Nigeria Plc Staff D C Clinic,3.192321777,6.681518554,Ogun,Ado Odo/Ota,Iju
Raban Clinic,3.25567627,6.714477539,Ogun,Ado Odo/Ota,Sango
Mercyland Maternity and Clinic Home,3.207988988,6.825668949,Ogun,Ifo,Ajuwon / Akute
Obinehin Primary Health Clinic,4.552307129,6.313903809,Ogun,Ilaje,Aheri
Planned Parenthood Federation Of Nigeria Clinic,5.250904,13.044581,Sokoto,Sokoto South,Tudun Wada B (Sokoto South)
Christ The Saviour Hospital,3.350524903,6.663879395,Ogun,Ifo,Oke-Aro / Ibaragun
Olad Hospital,3.988495,6.967041667,Ogun,Ijebu North,Oke-Sopin
Foundation Care Hospital,7.33606,5.15167,Abia,Osisioma Ngwa,Osokwa (Osisioma Ngwa)
St Shiloh Medical Center,3.231079101,6.714294434,Ogun,Ado Odo/Ota,Sango
Gods Covenant Clinic,3.398371667,6.551688333,Lagos,Kosofe,Olubori/Mosafejo
St Regina Clinic,3.243713379,6.711914062,Ogun,Ado Odo/Ota,Sango
Lead Hospital,3.355529785,6.680480957,Ogun,Ifo,Ajuwon / Akute
Diamond Hospital,3.219482422,6.73071289,Ogun,Ado Odo/Ota,Ilogbo
Iwoye Clinic and Maternity Home,3.284484863,6.736083984,Ogun,Ifo,Oke-Aro / Ibaragun
Sagbon Health Clinic,2.9296875,7.013488769,Ogun,Yewa North,Eggua
Fortune Clinic and Maternity Home,3.013122559,6.799926757,Ogun,Yewa South,Ilobi / Erinja
Omotara Memorial Hospital,3.356689453,7.155090332,Ogun,Abeokuta South,Ijaiye 7
Kuta Health Clinic,3.21472168,7.079528809,Ogun,Abeokuta North,Ikereku 1 15
Losi Group Limited Clinic,3.67010498,6.975280762,Ogun,Remo North,Ode 10
Ode Lemo General Hospital,3.667480469,6.740478516,Ogun,Sagamu,Ode Lemo
Jola Olu Medical Center,3.907470703,6.822692871,Ogun,Ijebu Ode,Porogun 2
Abidagba Health Center,4.008911133,6.729125976,Ogun,Ijebu Ode,Itamapako
Gidan Daninna Health Post,6.557131001,12.144463,Zamfara,Bungudu,Furfuri Kwaikwai
Amazing Grace Hospital,3.922295799,6.825252819,Ogun,Ijebu Ode,Ijasi - Idepo 8
Gayari Primary Health Care Center,4.900224,12.117896,Zamfara,Gummi,Gayari
Bemdoo Maternity Clinic,8.959106445,7.559875488,Benue,Buruku,Mbaikyongo
Gummi General Hospital,5.123561,12.141006,Zamfara,Gummi,Magaji (Gummi)
Zugu Primary Health Center,5.334229,11.860469,Zamfara,Bukkuyum,Kyaram
Zauma Primary Health Center,5.412637,12.147536,Zamfara,Bukkuyum,Zauma
Bukkuyum General Hospital,5.470538,12.132659,Zamfara,Bukkuyum,Bukkuyum
Yashi Health Post,5.60105,12.18958,Zamfara,Bukkuyum,Yashi
Adabka Primary Health Center,5.618175,11.890742,Zamfara,Bukkuyum,Adabka
Ruwan Jema Primary Health Center,5.637622,12.247379,Zamfara,Bukkuyum,Ruwan Jema
Gurusu Health Post,5.75699,11.99436,Zamfara,Bukkuyum,Nasarawa (Burkullu)
Barayar Zaki Primary Health Center,5.77808,12.23016,Zamfara,Anka,Barayar Zaki
Dakko Health Post,5.765618,12.307672,Zamfara,Bakura,Dakko
Gwashi Primary Health Center,5.766459,11.899784,Zamfara,Bukkuyum,Gwashi
Rafin Gero Primary Health Center,5.77837,12.230232,Zamfara,Anka,Barayar Zaki
Akawo Health Post,5.78995,11.6863,Zamfara,Bukkuyum,Gwashi
Danmanau Primary Health Clinic,5.809943,12.767122,Zamfara,Bakura,Danmanau
Waramu Primary Health Center,5.825093,12.134692,Zamfara,Anka,Waramu
Damri Primary Health Center,5.836529,12.408499,Zamfara,Bakura,Damri
Gima Primary Health Center,5.849212,12.115972,Zamfara,Anka,Matseri
Galadanci Primary Health Center,5.922058,12.119154,Zamfara,Anka,Galadima (Anka)
Ruwan Gizo Primary Health Center,5.996643,12.241002,Zamfara,Talata Mafara,Ruwan Gizo
Yargeda Primary Health Clinic,5.998948,12.57782,Zamfara,Bakura,Yargeda
Ruwan Bore Primary Health Center,5.998982,12.499443,Zamfara,Talata Mafara,Morkidi Ruwan Bore
Bagega Primary Health Center,5.999834,11.868568,Zamfara,Anka,Bagega
Birnin Tudu ( Bakura) Health Post,6.042866,12.652981,Zamfara,Bakura,Birnin Tudu (Bakura)
Rini Primary Health Care Center,6.046826,12.689224,Zamfara,Bakura,Rini
Yan Matankari Health Post,6.061808,12.082347,Zamfara,Anka,Yarsabaya
Jangebe Primary Health Center,6.070951,12.223168,Zamfara,Talata Mafara,Jangebe (Talata Mafara)
Dankurmi Primary Health Center,6.084899,11.589497,Zamfara,Maru,Dankurmi
Tungar Miya Primary Health Clinic,6.089845,12.609451,Zamfara,Talata Mafara,Kayaye
Take Tsaba Primary Health Clinic,6.1241,12.50101,Zamfara,Talata Mafara,Makera/Take Tsaba
Gora Namaye Primary Health Center,6.125183,12.683499,Zamfara,Maradun,Gora Namaye
Gwaram Primary Health Center,6.126636,12.175708,Zamfara,Talata Mafara,Gwaram (Misau)
Morai Primary Health Center,6.137538,12.368155,Zamfara,Talata Mafara,Morai
Kabaro Health Clinic,6.147044,11.244421,Zamfara,Maru,Kuyanbana
Danbaza Primary Health Clinic,6.163944,12.487878,Zamfara,Maradun,Dosara/Birnin Kaya
Janbako Primary Health Care Center,6.22618,12.714459,Zamfara,Maradun,Janbako
Mayanchi Primary Health Center,6.25555,12.35429,Zamfara,Maru,Mayanchi
Faru Primary Health Center,6.290363,12.748257,Zamfara,Maradun,Faru/Magami
Tungar Magaji Primary Health Clinic,6.3074,12.563859,Zamfara,Maradun,Maradun South
Gidan Dawa Primary Health Center,6.324238,12.584234,Zamfara,Maradun,Maradun North
Bingi Primary Health Center,6.364643,12.058561,Zamfara,Maru,Bingi
Mutunji Health Clinic,6.400507,11.445152,Zamfara,Maru,Bindin
Maru General Hospital,6.407585,12.325281,Zamfara,Maru,Maru
Tsibiri Primary Health Center,6.409799,13.019226,Zamfara,Maradun,Tsibiri
Galadi Primary Health Center,6.421796999,13.055416,Zamfara,Shinkafi,Galadi
Ruwan Doruwa Primary Health Center,6.425142,12.243687,Zamfara,Maru,Ruwan Doruwa
Gama Giwa Primary Health Care Center,6.451393,12.408534,Zamfara,Maradun,Damaga/Gama Giwa
Dole Primary Health Center,6.458208,12.925573,Zamfara,Zurmi,Dole
Birnin Yaro Primary Health Center,6.470478,12.939604,Zamfara,Shinkafi,Birnin Yaro
Kekun Waje Primary Health Center,6.473586,12.135332,Zamfara,Bungudu,Bingi North
Dansadau General Hospital,6.491209,11.305205,Zamfara,Maru,Dansadau
Jangeru (Shinkafi) Primary Health Center,6.492539,12.986492,Zamfara,Shinkafi,Jangeru (Shinkafi)
Shanawa Primary Health Center,6.494346,13.091681,Zamfara,Shinkafi,Shanawa
Gidan Goga Primary Health Center,6.522648,12.711434,Zamfara,Maradun,Gidan Goga
Nahuche Primary Health Center,6.539479001,12.366956,Zamfara,Bungudu,Nahuche
Yankaba Primary Health Care Center,6.565833,12.640055,Zamfara,Kaura Namoda,Yankaba
Kanwa Primary Health Center,6.574753,12.696745,Zamfara,Zurmi,Kanwa Kabo
Magami General Hospital,6.594479,11.718733,Zamfara,Gusau,Magami
Magizawa Prmary Health Care Centre,6.599611,12.536925,Zamfara,Kaura Namoda,Galadima/Dangaladima
Kaura Namoda Orphan and Less Privilege Primary Health Clinic,6.599649,12.586541,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Kasuwar Daji General Hospital,6.608154,12.432212,Zamfara,Kaura Namoda,Kyanbarawa
Kware Primary Health Center,6.628949,12.967674,Zamfara,Shinkafi,Kware
Wanke Primary Health Center,6.638851,12.049674,Zamfara,Gusau,Wanke
Bela Primary Health Center,6.638977,12.330642,Zamfara,Bungudu,Bela Rawayya
Yanbuiki Primary Health Center,6.657083,12.801317,Zamfara,Zurmi,Yanbuki Dutsi
Mashema Primary Health Center,6.687985,13.058359,Zamfara,Zurmi,Mashema
Gabake Dan Maliki Primary Health Center,6.688601,12.611081,Zamfara,Kaura Namoda,Gabake
Shagerawa Health Post,6.695304,12.420123,Zamfara,Birnin Magaji,Gora
Gora Primary Health Center,6.720091,12.462629,Zamfara,Birnin Magaji,Gora
Dan Isa Primary Health Care Center,6.738066,12.380755,Zamfara,Kaura Namoda,Dan Isa
Otito Clinic and Maternity Home,2.78244,6.52864,Ogun,Ipokia,Tube
Dogon Kade Primary Health Care Center,6.764649,12.307236,Zamfara,Kaura Namoda,Dan Isa
Nasarawa Mailayi Primary Health Center,6.783286,12.395607,Zamfara,Birnin Magaji,Nasarawa Mailayi
Kwaren Ganuwa Primary Health Care Center,6.785898,11.899893,Zamfara,Tsafe,Kwarin Ganuwa
Mayasa Primary Health Center,6.79266,12.896628,Zamfara,Zurmi,Mayasa Kuturu
Keta Primary Health Care Center,6.798447,11.845605,Zamfara,Tsafe,Keta
Birnin Tsaba Primary Health Clinic,6.814822,12.671765,Zamfara,Zurmi,Dauran Birnin Tsaba
Birnin Magaji General Hospital,6.822836,12.635326,Zamfara,Birnin Magaji,Birnin Magaji (Birnin Magaji)
Birnin Magaji Women and Children Welfare Clinic,6.826095,12.632526,Zamfara,Birnin Magaji,Birnin Magaji (Birnin Magaji)
Rukudawa Primary Health Clinic,6.830351,12.770685,Zamfara,Zurmi,Rukudawa
Maikuru Primary Health Center,6.854807,12.313995,Zamfara,Birnin Magaji,Gusami Hayi
Kwashabawa Primary Health Center,6.857748,12.948925,Zamfara,Zurmi,Kwashabawa
Gusami Primary Health Center,6.861654,12.345156,Zamfara,Birnin Magaji,Gusami Gari
Gangara (Tsafe Central) Primary Health Clinic,6.87429,12.01787,Zamfara,Tsafe,Tsafe Central
Yandoto Primary Health Care Center,6.878715,12.06425,Zamfara,Tsafe,Yandoto
Tsafe General Hospital,6.918598,11.950782,Zamfara,Tsafe,Tsafe Central
Mada Primary Health Center,6.934026,12.140128,Zamfara,Gusau,Mada
Chediya Primary Health Care Center,6.935128,12.042013,Zamfara,Tsafe,Chediya
Bilbis Primary Health Center,6.989161,11.818394,Zamfara,Tsafe,Bilbis
Yankuzo Model Primary Health Center,7.065037,11.935332,Zamfara,Tsafe,Yankuzo A
Yanware Primary Health Center,7.086668,12.062475,Zamfara,Tsafe,Yanware
Hayin Alhaji Primary Health Center,7.115587,12.059551,Zamfara,Tsafe,Yankuzo B
Asarara Health Post,6.619415,12.915671,Zamfara,Shinkafi,Kware
Masama Health Post,5.53042,12.10821,Zamfara,Bukkuyum,Masama
Nasarawa Primary Health Center,5.74263404,12.04381609,Zamfara,Bukkuyum,Nasarawa (Burkullu)
Magami Primary Health Center,6.28604476,12.64920775,Zamfara,Maradun,Faru/Magami
Mobalufon Model Health Center,3.89763,6.79964,Ogun,Odogbolu,Moraika/Ita-Epo
Mallamawa Health Post,6.36551539,13.09232312,Zamfara,Shinkafi,Katuru
Takalma Health Post,6.629882812,12.69750977,Zamfara,Zurmi,Kanwa Kabo
Duhuwa Health Post,5.65942078,11.92523984,Zamfara,Bukkuyum,Adabka
Maganawa Health Clinic,6.516296387,11.26647949,Zamfara,Maru,Dansadau
Tsabre Health Post,7.008483887,12.43951416,Zamfara,Birnin Magaji,Nasarawa Godel East
Sabon Sara Primary Health Clinic,6.26135614,12.62656767,Zamfara,Maradun,Faru/Magami
Yargada Health Post,6.58891909,11.57522375,Zamfara,Gusau,Magami
Dogondaji Health Post,6.58786188,12.36148528,Zamfara,Bungudu,Nahuche
Farin Ruwan Health Post,5.989318848,11.63592529,Zamfara,Maru,Dankurmi
Mallamawa Primary Health Clinic,6.579949351,12.59592077,Zamfara,Kaura Namoda,Sarkin Mafara/Sarkin Barya
Maje Health Post,6.44487029,12.02195241,Zamfara,Bungudu,Bingi North
Gangara Health Post,6.63844,12.96052,Zamfara,Shinkafi,Kurya (Shinkafi)
Kalage Health Post,6.6636134,13.05554987,Zamfara,Zurmi,Mashema
Gidan Kaya Health Post,6.78814069,12.98705121,Zamfara,Zurmi,Kwashabawa
Takalmawa Primary Health Clinic,6.47660537,12.81437702,Zamfara,Maradun,Kaya
Rock Of Ages Hospital,3.077270508,6.529724121,Ogun,Ado Odo/Ota,Agbara
Alafia Maternity and Clinic Home,2.800476074,6.611877441,Ogun,Ipokia,Idiroko
Adetola Maternity Home,2.78279,6.5276,Ogun,Ipokia,Tube
